Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
150325,USB-C Charging Cable,1,11.95,02/20/19 22:34,"273 Lake St, New York City, NY 10001"
150326,ThinkPad Laptop,1,999.99,02/21/19 18:58,"818 Forest St, San Francisco, CA 94016"
150327,USB-C Charging Cable,1,11.95,02/16/19 15:43,"91 Dogwood St, Los Angeles, CA 90001"
150328,Apple Airpods Headphones,1,150.0,02/20/19 23:37,"500 Main St, San Francisco, CA 94016"
150329,Lightning Charging Cable,1,14.95,02/27/19 13:27,"695 Main St, Dallas, TX 75001"
150330,AAA Batteries (4-pack),1,2.99,02/09/19 11:01,"936 River St, Austin, TX 73301"
150331,Bose SoundSport Headphones,1,99.99,02/26/19 19:22,"189 Hill St, Seattle, WA 98101"
150332,Macbook Pro Laptop,1,1700.0,02/01/19 20:45,"431 4th St, Los Angeles, CA 90001"
150333,Macbook Pro Laptop,1,1700.0,02/01/19 21:40,"556 Ridge St, San Francisco, CA 94016"
150334,AA Batteries (4-pack),1,3.84,02/03/19 13:22,"271 Spruce St, Austin, TX 73301"
150335,Apple Airpods Headphones,1,150.0,02/22/19 19:55,"955 Cedar St, New York City, NY 10001"
150336,ThinkPad Laptop,1,999.99,02/19/19 19:24,"921 Forest St, Dallas, TX 75001"
150337,Google Phone,1,600.0,02/13/19 10:36,"739 Madison St, Seattle, WA 98101"
150337,USB-C Charging Cable,1,11.95,02/13/19 10:36,"739 Madison St, Seattle, WA 98101"
150338,AAA Batteries (4-pack),1,2.99,02/25/19 02:30,"4 1st St, Atlanta, GA 30301"
150339,Wired Headphones,1,11.99,02/12/19 17:01,"589 8th St, New York City, NY 10001"
150340,AAA Batteries (4-pack),1,2.99,02/03/19 20:09,"595 Lincoln St, Boston, MA 02215"
150341,Apple Airpods Headphones,1,150.0,02/04/19 07:59,"210 Willow St, Boston, MA 02215"
150342,27in 4K Gaming Monitor,1,389.99,02/18/19 11:38,"237 Spruce St, San Francisco, CA 94016"
150343,Macbook Pro Laptop,1,1700.0,02/10/19 16:41,"933 14th St, Boston, MA 02215"
150344,Google Phone,1,600.0,02/03/19 13:50,"801 Hill St, San Francisco, CA 94016"
150345,USB-C Charging Cable,1,11.95,02/10/19 11:02,"542 13th St, Portland, OR 97035"
150346,AAA Batteries (4-pack),2,2.99,02/17/19 09:33,"478 10th St, New York City, NY 10001"
150347,Lightning Charging Cable,1,14.95,02/09/19 21:32,"803 Meadow St, Dallas, TX 75001"
150348,Lightning Charging Cable,1,14.95,02/27/19 09:52,"970 Ridge St, Austin, TX 73301"
150349,Wired Headphones,1,11.99,02/14/19 12:02,"280 Cherry St, New York City, NY 10001"
150350,Wired Headphones,1,11.99,02/20/19 17:01,"497 5th St, San Francisco, CA 94016"
150351,Apple Airpods Headphones,1,150.0,02/25/19 09:46,"252 4th St, Austin, TX 73301"
150352,Lightning Charging Cable,1,14.95,02/04/19 06:29,"688 Pine St, San Francisco, CA 94016"
150353,Wired Headphones,1,11.99,02/07/19 23:16,"146 12th St, Boston, MA 02215"
150354,LG Dryer,1,600.0,02/17/19 13:18,"936 Park St, Boston, MA 02215"
150355,27in 4K Gaming Monitor,1,389.99,02/03/19 00:56,"498 9th St, San Francisco, CA 94016"
150356,AA Batteries (4-pack),1,3.84,02/21/19 09:20,"315 9th St, Portland, OR 97035"
150357,Lightning Charging Cable,1,14.95,02/23/19 17:05,"128 Hickory St, San Francisco, CA 94016"
150358,Wired Headphones,1,11.99,02/07/19 22:22,"860 2nd St, Dallas, TX 75001"
150359,27in 4K Gaming Monitor,1,389.99,02/21/19 15:50,"560 Pine St, Los Angeles, CA 90001"
150360,27in 4K Gaming Monitor,1,389.99,02/10/19 13:08,"723 Cedar St, Dallas, TX 75001"
150361,27in FHD Monitor,1,149.99,02/05/19 06:33,"436 Hickory St, New York City, NY 10001"
150362,27in 4K Gaming Monitor,1,389.99,02/23/19 20:50,"48 Elm St, New York City, NY 10001"
150363,iPhone,1,700.0,02/10/19 18:07,"772 11th St, San Francisco, CA 94016"
150364,34in Ultrawide Monitor,1,379.99,02/28/19 15:06,"294 Park St, Austin, TX 73301"
150365,Bose SoundSport Headphones,1,99.99,02/02/19 10:31,"89 13th St, San Francisco, CA 94016"
150366,AAA Batteries (4-pack),1,2.99,02/21/19 11:49,"55 Park St, Seattle, WA 98101"
150367,Wired Headphones,2,11.99,02/15/19 15:18,"205 Church St, Dallas, TX 75001"
150368,iPhone,1,700.0,02/28/19 17:24,"542 6th St, San Francisco, CA 94016"
150369,Lightning Charging Cable,1,14.95,02/23/19 12:12,"241 4th St, Austin, TX 73301"
150370,AA Batteries (4-pack),1,3.84,02/11/19 13:11,"429 Pine St, San Francisco, CA 94016"
150371,Macbook Pro Laptop,1,1700.0,02/16/19 21:38,"278 8th St, San Francisco, CA 94016"
150372,Lightning Charging Cable,1,14.95,02/10/19 20:07,"494 Johnson St, Seattle, WA 98101"
150373,Flatscreen TV,1,300.0,02/07/19 14:04,"518 1st St, Dallas, TX 75001"
150374,20in Monitor,1,109.99,02/04/19 11:00,"717 Lincoln St, Dallas, TX 75001"
150375,AA Batteries (4-pack),1,3.84,02/14/19 17:00,"700 Chestnut St, Boston, MA 02215"
150376,AA Batteries (4-pack),1,3.84,02/03/19 09:23,"677 Willow St, New York City, NY 10001"
150377,iPhone,1,700.0,02/17/19 14:27,"495 11th St, Portland, OR 97035"
150378,Lightning Charging Cable,1,14.95,02/04/19 20:31,"918 Dogwood St, New York City, NY 10001"
150379,Bose SoundSport Headphones,1,99.99,02/19/19 18:33,"28 Johnson St, Los Angeles, CA 90001"
150380,AA Batteries (4-pack),2,3.84,02/28/19 16:36,"538 Elm St, San Francisco, CA 94016"
150381,AAA Batteries (4-pack),1,2.99,02/19/19 18:25,"577 Walnut St, New York City, NY 10001"
150382,Apple Airpods Headphones,1,150.0,02/26/19 12:05,"198 West St, San Francisco, CA 94016"
150383,Google Phone,1,600.0,02/21/19 16:06,"886 12th St, Los Angeles, CA 90001"
150384,Lightning Charging Cable,1,14.95,02/07/19 14:41,"492 Madison St, San Francisco, CA 94016"
150385,USB-C Charging Cable,1,11.95,02/13/19 17:37,"506 Washington St, Los Angeles, CA 90001"
150386,USB-C Charging Cable,1,11.95,02/10/19 15:34,"977 13th St, Atlanta, GA 30301"
150387,AA Batteries (4-pack),1,3.84,02/15/19 22:17,"539 Jefferson St, New York City, NY 10001"
150388,iPhone,1,700.0,02/04/19 20:48,"847 Church St, San Francisco, CA 94016"
150389,Lightning Charging Cable,1,14.95,02/23/19 13:24,"739 6th St, San Francisco, CA 94016"
,,,,,
150390,AAA Batteries (4-pack),3,2.99,02/19/19 09:12,"32 14th St, Atlanta, GA 30301"
150391,iPhone,1,700,02/07/19 11:16,"612 Adams St, San Francisco, CA 94016"
150392,Bose SoundSport Headphones,1,99.99,02/06/19 19:45,"903 Main St, Dallas, TX 75001"
150393,27in FHD Monitor,1,149.99,02/20/19 13:46,"562 Adams St, Atlanta, GA 30301"
150394,Apple Airpods Headphones,1,150,02/22/19 00:24,"793 River St, San Francisco, CA 94016"
150395,AA Batteries (4-pack),1,3.84,02/17/19 17:50,"153 Sunset St, Los Angeles, CA 90001"
150396,AAA Batteries (4-pack),1,2.99,02/24/19 17:58,"540 8th St, San Francisco, CA 94016"
150397,AAA Batteries (4-pack),1,2.99,02/05/19 14:26,"680 11th St, Dallas, TX 75001"
150398,USB-C Charging Cable,1,11.95,02/27/19 12:12,"223 Pine St, Dallas, TX 75001"
150399,AAA Batteries (4-pack),1,2.99,02/08/19 18:58,"161 Cedar St, Atlanta, GA 30301"
150400,USB-C Charging Cable,1,11.95,02/20/19 21:00,"68 Johnson St, Austin, TX 73301"
150401,USB-C Charging Cable,2,11.95,02/25/19 16:19,"802 5th St, Portland, ME 04101"
150401,27in FHD Monitor,1,149.99,02/25/19 16:19,"802 5th St, Portland, ME 04101"
150402,iPhone,1,700,02/16/19 19:23,"651 4th St, Los Angeles, CA 90001"
150403,Wired Headphones,1,11.99,02/09/19 18:30,"324 Hickory St, San Francisco, CA 94016"
150404,USB-C Charging Cable,1,11.95,02/26/19 23:15,"482 Adams St, Boston, MA 02215"
150405,ThinkPad Laptop,1,999.99,02/15/19 12:46,"927 14th St, Atlanta, GA 30301"
150406,Apple Airpods Headphones,1,150,02/27/19 21:00,"344 9th St, San Francisco, CA 94016"
150407,27in 4K Gaming Monitor,1,389.99,02/17/19 13:57,"294 Lakeview St, Los Angeles, CA 90001"
150408,27in 4K Gaming Monitor,1,389.99,02/25/19 19:56,"323 Washington St, Atlanta, GA 30301"
150409,27in FHD Monitor,1,149.99,02/02/19 02:09,"292 Chestnut St, Portland, OR 97035"
150410,iPhone,1,700,02/01/19 20:35,"272 Spruce St, San Francisco, CA 94016"
150410,Apple Airpods Headphones,1,150,02/01/19 20:35,"272 Spruce St, San Francisco, CA 94016"
150411,27in 4K Gaming Monitor,1,389.99,02/04/19 23:23,"432 Washington St, Los Angeles, CA 90001"
150412,Macbook Pro Laptop,1,1700,02/09/19 08:44,"475 8th St, Los Angeles, CA 90001"
150413,Bose SoundSport Headphones,1,99.99,02/10/19 17:10,"769 Dogwood St, San Francisco, CA 94016"
150414,ThinkPad Laptop,1,999.99,02/10/19 09:22,"535 Lakeview St, Boston, MA 02215"
150415,Apple Airpods Headphones,1,150,02/11/19 22:18,"3 Church St, Los Angeles, CA 90001"
150416,Apple Airpods Headphones,1,150,02/09/19 10:10,"166 North St, New York City, NY 10001"
150417,USB-C Charging Cable,1,11.95,02/28/19 15:59,"136 Madison St, Seattle, WA 98101"
150418,Apple Airpods Headphones,1,150,02/03/19 19:42,"217 Elm St, Portland, OR 97035"
150419,iPhone,1,700,02/20/19 19:53,"796 Johnson St, Los Angeles, CA 90001"
150420,Lightning Charging Cable,1,14.95,02/12/19 11:01,"149 Park St, San Francisco, CA 94016"
150421,Bose SoundSport Headphones,1,99.99,02/04/19 15:22,"970 Johnson St, Austin, TX 73301"
150422,Lightning Charging Cable,1,14.95,02/06/19 12:09,"894 Hickory St, San Francisco, CA 94016"
150423,ThinkPad Laptop,1,999.99,02/14/19 14:00,"537 Willow St, San Francisco, CA 94016"
150424,AA Batteries (4-pack),1,3.84,02/12/19 23:46,"500 5th St, San Francisco, CA 94016"
150425,AA Batteries (4-pack),1,3.84,02/12/19 11:33,"780 2nd St, New York City, NY 10001"
150426,Wired Headphones,1,11.99,02/27/19 21:54,"290 Lakeview St, San Francisco, CA 94016"
150427,Apple Airpods Headphones,1,150,02/17/19 20:47,"595 Madison St, Boston, MA 02215"
150428,AA Batteries (4-pack),1,3.84,02/04/19 15:47,"938 Hill St, Seattle, WA 98101"
150429,34in Ultrawide Monitor,1,379.99,02/23/19 00:07,"924 Wilson St, Austin, TX 73301"
150430,USB-C Charging Cable,1,11.95,02/23/19 07:36,"134 Cherry St, San Francisco, CA 94016"
150431,Wired Headphones,1,11.99,02/04/19 21:20,"965 9th St, Boston, MA 02215"
150432,Bose SoundSport Headphones,1,99.99,02/20/19 20:28,"820 River St, Dallas, TX 75001"
150433,34in Ultrawide Monitor,1,379.99,02/19/19 21:28,"117 Jackson St, Atlanta, GA 30301"
150434,USB-C Charging Cable,1,11.95,02/16/19 17:08,"425 4th St, Seattle, WA 98101"
150435,USB-C Charging Cable,1,11.95,02/07/19 12:14,"53 Main St, San Francisco, CA 94016"
150436,Flatscreen TV,1,300,02/21/19 22:09,"58 Park St, New York City, NY 10001"
150437,34in Ultrawide Monitor,1,379.99,02/04/19 09:16,"836 7th St, Atlanta, GA 30301"
150438,Lightning Charging Cable,1,14.95,02/02/19 09:40,"348 Lake St, New York City, NY 10001"
150439,20in Monitor,1,109.99,02/15/19 11:33,"858 West St, Seattle, WA 98101"
150440,Lightning Charging Cable,1,14.95,02/25/19 18:19,"457 14th St, San Francisco, CA 94016"
150441,USB-C Charging Cable,1,11.95,02/26/19 23:34,"649 5th St, New York City, NY 10001"
150442,27in FHD Monitor,1,149.99,02/28/19 12:41,"165 West St, San Francisco, CA 94016"
150443,AAA Batteries (4-pack),4,2.99,02/11/19 06:32,"501 Elm St, San Francisco, CA 94016"
150444,iPhone,1,700,02/03/19 19:56,"763 Jefferson St, San Francisco, CA 94016"
150444,Lightning Charging Cable,1,14.95,02/03/19 19:56,"763 Jefferson St, San Francisco, CA 94016"
150444,AA Batteries (4-pack),2,3.84,02/03/19 19:56,"763 Jefferson St, San Francisco, CA 94016"
150445,USB-C Charging Cable,1,11.95,02/06/19 08:38,"79 6th St, New York City, NY 10001"
150446,AA Batteries (4-pack),1,3.84,02/09/19 16:46,"180 9th St, Los Angeles, CA 90001"
150447,Bose SoundSport Headphones,1,99.99,02/23/19 09:10,"512 4th St, Los Angeles, CA 90001"
150448,Google Phone,1,600,02/22/19 21:15,"469 Hill St, New York City, NY 10001"
150449,USB-C Charging Cable,1,11.95,02/26/19 21:23,"363 Forest St, San Francisco, CA 94016"
150450,34in Ultrawide Monitor,1,379.99,02/09/19 10:27,"103 Spruce St, Boston, MA 02215"
150451,Bose SoundSport Headphones,1,99.99,02/27/19 20:56,"394 River St, Dallas, TX 75001"
150452,USB-C Charging Cable,1,11.95,02/01/19 14:21,"896 Cherry St, Los Angeles, CA 90001"
150453,AAA Batteries (4-pack),1,2.99,02/21/19 10:16,"817 Elm St, New York City, NY 10001"
150454,Google Phone,1,600,02/18/19 23:07,"587 5th St, New York City, NY 10001"
150455,Bose SoundSport Headphones,1,99.99,02/21/19 12:19,"930 Lake St, Portland, OR 97035"
150456,Flatscreen TV,1,300,02/08/19 22:43,"126 Main St, San Francisco, CA 94016"
150457,USB-C Charging Cable,1,11.95,02/11/19 10:09,"897 Jefferson St, New York City, NY 10001"
150458,Wired Headphones,1,11.99,02/02/19 20:32,"112 North St, San Francisco, CA 94016"
150458,27in 4K Gaming Monitor,1,389.99,02/02/19 20:32,"112 North St, San Francisco, CA 94016"
150459,27in FHD Monitor,1,149.99,02/12/19 18:34,"310 Sunset St, Seattle, WA 98101"
150460,Lightning Charging Cable,1,14.95,02/18/19 14:50,"58 Hickory St, San Francisco, CA 94016"
150461,iPhone,1,700,02/02/19 17:14,"665 Maple St, Boston, MA 02215"
150462,iPhone,1,700,02/12/19 15:26,"551 Cedar St, San Francisco, CA 94016"
150463,Lightning Charging Cable,1,14.95,02/28/19 10:59,"498 6th St, New York City, NY 10001"
150464,USB-C Charging Cable,1,11.95,02/07/19 09:33,"133 Hill St, Dallas, TX 75001"
150465,Lightning Charging Cable,1,14.95,02/07/19 14:07,"984 Lincoln St, Atlanta, GA 30301"
150466,iPhone,1,700,02/04/19 12:38,"93 Adams St, New York City, NY 10001"
150467,USB-C Charging Cable,1,11.95,02/06/19 13:41,"146 River St, San Francisco, CA 94016"
150468,USB-C Charging Cable,1,11.95,02/25/19 23:40,"16 Center St, San Francisco, CA 94016"
150469,Wired Headphones,1,11.99,02/16/19 13:26,"415 Sunset St, Dallas, TX 75001"
150470,34in Ultrawide Monitor,1,379.99,02/13/19 16:23,"663 12th St, Dallas, TX 75001"
150471,27in 4K Gaming Monitor,1,389.99,02/09/19 00:15,"921 Park St, Boston, MA 02215"
150472,USB-C Charging Cable,1,11.95,02/18/19 02:23,"183 Willow St, New York City, NY 10001"
150472,AAA Batteries (4-pack),1,2.99,02/18/19 02:23,"183 Willow St, New York City, NY 10001"
150473,Google Phone,1,600,02/21/19 17:38,"905 North St, Los Angeles, CA 90001"
150474,AA Batteries (4-pack),1,3.84,02/14/19 18:57,"961 Main St, New York City, NY 10001"
150475,USB-C Charging Cable,1,11.95,02/24/19 19:09,"480 Madison St, Seattle, WA 98101"
150476,AA Batteries (4-pack),4,3.84,02/08/19 13:06,"841 Jefferson St, San Francisco, CA 94016"
150477,27in FHD Monitor,1,149.99,02/08/19 19:49,"877 13th St, Los Angeles, CA 90001"
150478,AA Batteries (4-pack),1,3.84,02/26/19 00:34,"650 Hickory St, Los Angeles, CA 90001"
150479,USB-C Charging Cable,1,11.95,02/11/19 20:46,"520 Jefferson St, Seattle, WA 98101"
150480,Lightning Charging Cable,1,14.95,02/02/19 09:33,"238 Cherry St, New York City, NY 10001"
150481,Wired Headphones,1,11.99,02/21/19 21:42,"777 Lake St, Boston, MA 02215"
150482,Lightning Charging Cable,1,14.95,02/16/19 16:43,"257 Forest St, Los Angeles, CA 90001"
150483,AA Batteries (4-pack),2,3.84,02/01/19 07:55,"343 Lakeview St, Los Angeles, CA 90001"
150484,USB-C Charging Cable,1,11.95,02/13/19 18:17,"949 Jackson St, San Francisco, CA 94016"
150485,Flatscreen TV,1,300,02/24/19 12:16,"263 Forest St, New York City, NY 10001"
150486,AA Batteries (4-pack),1,3.84,02/03/19 09:06,"81 West St, Dallas, TX 75001"
150487,Apple Airpods Headphones,1,150,02/25/19 18:27,"430 7th St, San Francisco, CA 94016"
150488,Wired Headphones,1,11.99,02/08/19 12:11,"440 Pine St, Dallas, TX 75001"
150489,AAA Batteries (4-pack),2,2.99,02/18/19 20:25,"115 Cherry St, San Francisco, CA 94016"
150490,AAA Batteries (4-pack),1,2.99,02/15/19 16:56,"361 Maple St, Dallas, TX 75001"
150491,20in Monitor,1,109.99,02/11/19 07:12,"818 Maple St, Atlanta, GA 30301"
150492,Wired Headphones,1,11.99,02/24/19 10:27,"336 Walnut St, New York City, NY 10001"
150493,Wired Headphones,1,11.99,02/23/19 00:02,"235 Park St, Atlanta, GA 30301"
150494,AAA Batteries (4-pack),2,2.99,02/28/19 15:41,"78 10th St, Atlanta, GA 30301"
150495,Lightning Charging Cable,1,14.95,02/17/19 17:22,"699 8th St, Seattle, WA 98101"
150496,iPhone,1,700,02/05/19 20:24,"666 Sunset St, San Francisco, CA 94016"
150497,AA Batteries (4-pack),3,3.84,02/12/19 17:18,"624 Sunset St, New York City, NY 10001"
150498,27in FHD Monitor,1,149.99,02/09/19 09:38,"126 6th St, Atlanta, GA 30301"
150499,iPhone,1,700,02/18/19 12:45,"28 7th St, Boston, MA 02215"
150500,Apple Airpods Headphones,1,150,02/28/19 22:04,"706 South St, New York City, NY 10001"
150501,AA Batteries (4-pack),1,3.84,02/15/19 10:18,"391 Jefferson St, Atlanta, GA 30301"
150502,Bose SoundSport Headphones,1,99.99,02/10/19 13:15,"630 Jackson St, New York City, NY 10001"
150503,Lightning Charging Cable,2,14.95,02/25/19 08:15,"917 Willow St, Austin, TX 73301"
150504,Google Phone,1,600,02/28/19 08:47,"268 1st St, Dallas, TX 75001"
150505,Lightning Charging Cable,1,14.95,02/10/19 12:12,"788 Madison St, Portland, ME 04101"
150506,AAA Batteries (4-pack),3,2.99,02/14/19 18:32,"467 7th St, Portland, ME 04101"
150507,Lightning Charging Cable,1,14.95,02/05/19 07:57,"415 Sunset St, San Francisco, CA 94016"
150508,USB-C Charging Cable,1,11.95,02/08/19 13:06,"964 River St, Los Angeles, CA 90001"
150509,34in Ultrawide Monitor,1,379.99,02/13/19 11:09,"693 South St, Boston, MA 02215"
150510,34in Ultrawide Monitor,1,379.99,02/23/19 00:21,"274 8th St, Portland, OR 97035"
150511,AA Batteries (4-pack),3,3.84,02/25/19 15:02,"823 Washington St, Los Angeles, CA 90001"
150512,Apple Airpods Headphones,1,150,02/16/19 17:29,"124 5th St, Los Angeles, CA 90001"
150513,Bose SoundSport Headphones,1,99.99,02/10/19 14:18,"669 Pine St, Dallas, TX 75001"
150513,iPhone,1,700,02/10/19 14:18,"669 Pine St, Dallas, TX 75001"
150514,ThinkPad Laptop,1,999.99,02/20/19 17:54,"51 Adams St, Boston, MA 02215"
150515,Apple Airpods Headphones,1,150,02/03/19 15:07,"991 Lake St, San Francisco, CA 94016"
150516,Macbook Pro Laptop,1,1700,02/18/19 18:55,"925 Jackson St, Seattle, WA 98101"
150517,20in Monitor,1,109.99,02/23/19 11:38,"644 Maple St, San Francisco, CA 94016"
150518,27in FHD Monitor,1,149.99,03/01/19 05:05,"713 Hill St, New York City, NY 10001"
150519,AAA Batteries (4-pack),1,2.99,02/18/19 19:15,"602 Cherry St, Dallas, TX 75001"
150520,USB-C Charging Cable,1,11.95,02/18/19 10:11,"699 Adams St, San Francisco, CA 94016"
150521,Google Phone,1,600,02/23/19 22:07,"829 Washington St, New York City, NY 10001"
150522,Lightning Charging Cable,2,14.95,02/25/19 22:56,"638 Maple St, New York City, NY 10001"
150523,Google Phone,1,600,02/01/19 10:33,"465 Cherry St, New York City, NY 10001"
150524,AAA Batteries (4-pack),2,2.99,02/22/19 15:26,"779 4th St, Austin, TX 73301"
150525,AAA Batteries (4-pack),1,2.99,02/07/19 16:42,"254 Lincoln St, Boston, MA 02215"
150526,Wired Headphones,2,11.99,02/01/19 12:15,"342 11th St, San Francisco, CA 94016"
150527,AA Batteries (4-pack),1,3.84,02/23/19 15:58,"654 Elm St, Los Angeles, CA 90001"
150528,AAA Batteries (4-pack),1,2.99,02/04/19 17:23,"403 North St, Portland, OR 97035"
150529,34in Ultrawide Monitor,1,379.99,02/15/19 15:05,"498 Ridge St, Dallas, TX 75001"
150530,Bose SoundSport Headphones,1,99.99,02/22/19 21:54,"746 1st St, Boston, MA 02215"
150531,Wired Headphones,1,11.99,02/26/19 13:44,"107 Sunset St, San Francisco, CA 94016"
150532,Apple Airpods Headphones,1,150,02/23/19 18:37,"432 Willow St, Portland, OR 97035"
150533,27in 4K Gaming Monitor,1,389.99,02/04/19 13:12,"874 Ridge St, San Francisco, CA 94016"
150534,AA Batteries (4-pack),1,3.84,02/19/19 14:00,"264 Chestnut St, Dallas, TX 75001"
150535,iPhone,1,700,02/20/19 01:17,"349 Lake St, Austin, TX 73301"
150536,AAA Batteries (4-pack),1,2.99,02/22/19 12:19,"557 Church St, New York City, NY 10001"
150537,AA Batteries (4-pack),1,3.84,02/03/19 21:08,"242 5th St, Boston, MA 02215"
150538,Google Phone,1,600,02/23/19 11:38,"97 Lake St, New York City, NY 10001"
150539,Macbook Pro Laptop,1,1700,02/24/19 13:24,"957 Madison St, Boston, MA 02215"
150540,AA Batteries (4-pack),1,3.84,02/22/19 21:52,"501 Walnut St, Dallas, TX 75001"
150541,Macbook Pro Laptop,1,1700,02/28/19 19:35,"911 Lincoln St, Portland, OR 97035"
150542,ThinkPad Laptop,1,999.99,02/05/19 17:22,"455 Lake St, Seattle, WA 98101"
150543,AAA Batteries (4-pack),1,2.99,02/12/19 13:03,"44 Main St, San Francisco, CA 94016"
150544,Lightning Charging Cable,1,14.95,02/18/19 00:20,"454 9th St, San Francisco, CA 94016"
150545,Bose SoundSport Headphones,1,99.99,02/07/19 14:56,"121 11th St, San Francisco, CA 94016"
150546,Apple Airpods Headphones,1,150,02/21/19 17:56,"338 1st St, San Francisco, CA 94016"
150547,Wired Headphones,1,11.99,02/03/19 19:17,"220 Wilson St, Boston, MA 02215"
150548,AAA Batteries (4-pack),2,2.99,02/04/19 14:51,"591 Hill St, New York City, NY 10001"
150549,AA Batteries (4-pack),2,3.84,02/17/19 14:28,"774 12th St, Portland, ME 04101"
150550,Google Phone,1,600,02/09/19 20:56,"453 Lakeview St, San Francisco, CA 94016"
150551,Wired Headphones,1,11.99,02/28/19 22:26,"944 Johnson St, Atlanta, GA 30301"
150552,Bose SoundSport Headphones,1,99.99,02/23/19 18:18,"36 Church St, San Francisco, CA 94016"
150553,27in FHD Monitor,1,149.99,02/07/19 16:30,"523 Maple St, New York City, NY 10001"
150554,Wired Headphones,1,11.99,02/23/19 22:38,"985 4th St, Boston, MA 02215"
150555,Wired Headphones,2,11.99,02/14/19 07:38,"556 Spruce St, New York City, NY 10001"
150556,Lightning Charging Cable,1,14.95,02/01/19 22:43,"311 14th St, Boston, MA 02215"
150557,Apple Airpods Headphones,1,150,02/09/19 19:29,"919 1st St, Austin, TX 73301"
150558,iPhone,1,700,02/26/19 19:41,"781 Center St, Boston, MA 02215"
150558,Wired Headphones,1,11.99,02/26/19 19:41,"781 Center St, Boston, MA 02215"
150559,Lightning Charging Cable,1,14.95,02/21/19 10:25,"624 Dogwood St, Atlanta, GA 30301"
150560,Google Phone,1,600,02/08/19 13:07,"403 4th St, Dallas, TX 75001"
150561,Lightning Charging Cable,1,14.95,02/02/19 20:45,"917 8th St, Los Angeles, CA 90001"
150562,Lightning Charging Cable,1,14.95,02/28/19 21:53,"415 10th St, Los Angeles, CA 90001"
150563,Lightning Charging Cable,1,14.95,02/14/19 18:00,"479 2nd St, Seattle, WA 98101"
150564,34in Ultrawide Monitor,1,379.99,02/23/19 10:11,"908 Meadow St, San Francisco, CA 94016"
150565,AAA Batteries (4-pack),1,2.99,02/23/19 18:11,"244 Walnut St, Dallas, TX 75001"
150566,Flatscreen TV,1,300,02/03/19 12:58,"962 5th St, Austin, TX 73301"
150567,27in FHD Monitor,1,149.99,02/16/19 16:04,"366 West St, Seattle, WA 98101"
150568,ThinkPad Laptop,1,999.99,02/25/19 23:09,"320 Pine St, Portland, OR 97035"
150569,iPhone,1,700,02/07/19 13:29,"110 Lake St, Boston, MA 02215"
150570,Lightning Charging Cable,1,14.95,02/08/19 12:19,"494 Main St, San Francisco, CA 94016"
150571,AA Batteries (4-pack),1,3.84,02/21/19 12:10,"165 Sunset St, Los Angeles, CA 90001"
150572,Wired Headphones,1,11.99,02/12/19 11:22,"538 Lincoln St, Dallas, TX 75001"
150573,Wired Headphones,1,11.99,02/05/19 12:29,"861 Lakeview St, San Francisco, CA 94016"
